schema_version	canonical_vgp_root	catalog_commit	catalog_sha256	catalog_line	catalog_record_ordinal	catalog_pair_id	link_class	scientific_name	taxid	main_assembly_id	linked_assembly_id	h1_accession_version	h2_accession_version	selection_id	eligibility	eligibility_reason	confidence_tier	annotation_covariate	qv_covariate	busco_covariate	raw_read_covariate	repeat_covariate	kmer_covariate	execution_disposition	hard_failure_class	latest_stage	latest_job_id	latest_job_state	attempted_slurm_jobs	completed_slurm_allocations	callable_bp	heterozygous_snps	callable_pi	primary_theta_0	bootstrap_attempts	finite_bootstraps	bootstrap_theta_q025	bootstrap_theta_median	bootstrap_theta_q975	psmc_uncertainty_status	scenario_uncertainty_status	annotation_partition_status	fastga_scratch_contract_status	fastga_scratch_contract_job_id	fastga_scratch_contract_packet	same_pair_pi_psmc_non_independent	population_inference_authorized	verification_job_id	verification_status	result_packet
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	166	165	R0166-HQ01	other_high_quality	Meles meles	9662	mMelMel3.2.pat	mMelMel3.2.mat	GCA_922984935.2	GCA_922990625.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	167	166	R0167-ALT01	alternate	Canis lupus orion	2605939	mCanLor1.pri	mCanLor1.alt	GCA_905319855.2	GCA_905319845.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	169	168	R0169-HQ01	other_high_quality	Canis lupus baileyi	143281	mCanLup2.hap1	mCanLup2.hap2	GCA_048164855.1	GCA_048164845.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	171	170	R0171-HQ01	other_high_quality	Vulpes vulpes	9627	mVulVul1.hap1	mVulVul1.hap2	GCA_964106825.2	GCA_964106925.2		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	172	171	R0172-HQ01	other_high_quality	Lycaon pictus	9622	mLycPic1.mat	mLycPic1.pat	GCA_040955705.1	GCA_040955645.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	173	172	R0173-ALT01	alternate	Zalophus californianus	9704	mZalCal1.2.pri	mZalCal1.2.alt	GCA_009762305.2	GCA_009762295.2		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	174	173	R0174-HQ01	other_high_quality	Halichoerus grypus	9711	mHalGry1.hap1	mHalGry1.hap2	GCA_964656455.1	GCA_964656465.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	175	174	R0175-ALT01	alternate	Lynx canadensis	61383	mLynCan1.pri	mLynCan1.alt	GCA_007474595.2	GCA_007474575.2		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	176	175	R0176-ALT01	alternate	Neofelis nebulosa	61452	mNeoNeb1.pri	mNeoNeb1.alt	GCA_028018385.1	GCA_028018655.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	177	176	R0177-HQ01	other_high_quality	Panthera onca	9690	mPanOnc1.hap1	mPanOnc1.hap2	GCA_046562885.1	GCA_046562875.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	178	177	R0178-HQ01	other_high_quality	Manis pentadactyla	143292	mManPen7.hap1	mManPen7.hap2	GCA_030020395.1	GCA_030020945.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	179	178	R0179-ALT01	alternate	Suncus etruscus	109475	mSunEtr1.pri	mSunEtr1.alt	GCA_024139225.1	GCA_024140225.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	180	179	R0180-ALT01	alternate	Sorex araneus	42254	mSorAra2.pri	mSorAra2.alt	GCA_027595985.1	GCA_027595995.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	181	180	R0181-HQ01	other_high_quality	Talpa europaea	9375	mTalEur1.hap1	mTalEur1.hap2	GCA_964194135.1	GCA_964194205.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	182	181	R0182-ALT01	alternate	Erinaceus europaeus	9365	mEriEur2.pri	mEriEur2.alt	GCA_950295315.1	GCA_950295305.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	184	183	R0184-ALT01	alternate	Trichosurus vulpecula	9337	mTriVul1.pri	mTriVul1.alt	GCA_011100635.1	GCA_011100645.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	185	184	R0185-HQ01	other_high_quality	Macropus eugenii	9315	mMacEug1.pri	mMacEug2.hap1	GCA_028372415.2	GCA_048593335.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	185	184	R0185-HQ02	other_high_quality	Macropus eugenii	9315	mMacEug1.pri	mMacEug2.hap2	GCA_028372415.2	GCA_048593345.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	185	184	R0185-ALT01	alternate	Macropus eugenii	9315	mMacEug1.pri	mMacEug1.alt	GCA_028372415.2	GCA_028389975.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	188	187	R0188-HQ01	other_high_quality	Sminthopsis crassicaudata	9301	mSmiCra1.hap1	mSmiCra1.hap2	GCA_048593235.1	GCA_048593295.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	189	188	R0189-HQ01	other_high_quality	Sarcophilus harrisii	9305	mSarHar1.hap1	mSarHar1.hap2	GCA_048593225.1	GCA_048593325.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	190	189	R0190-HQ01	other_high_quality	Dasyurus maculatus	9281	mDasMac1.hap1	mDasMac1.hap2	GCA_048593285.1	GCA_048593245.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	192	191	R0192-ALT01	alternate	Dromiciops gliroides	33562	mDroGli1.pri	mDroGli1.alt	GCA_019393635.1	GCA_019395325.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	193	192	R0193-ALT01	alternate	Monodelphis domestica	13616	mMonDom1.pri	mMonDom1.alt	GCA_027887165.1	GCA_027917375.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	195	194	R0195-ALT01	alternate	Ornithorhynchus anatinus	9258	mOrnAna1.4.pri	mOrnAna1.3.alt	GCA_004115215.4	GCA_004115175.2		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	196	195	R0196-ALT01	alternate	Tachyglossus aculeatus	9261	mTacAcu1.pri	mTacAcu1.alt	GCA_015852505.1	GCA_015852515.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	197	196	R0197-HQ01	other_high_quality	Taeniopygia guttata	59729	bTaeGut7.mat	bTaeGut7.pat	GCA_048771995.1	GCA_048772025.1		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	197	196	R0197-HQ02	other_high_quality	Taeniopygia guttata	59729	bTaeGut7.mat	bTaeGut1.4.pri	GCA_048771995.1	GCA_003957565.4		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
vgp-real-scaleout-pair-v1	/moosefs/erikg/vgp	dc1b2af5a7741b97d66fb10cb2bce97f41765cdf	9c58420484a8b76a2d6175b7c26bf709e68bdc726a67fc7541b8c2b5a2fc13a4	197	196	R0197-HQ03	other_high_quality	Taeniopygia guttata	59729	bTaeGut7.mat	bTaeGut2.pat	GCA_048771995.1	GCF_008822105.2		not_eligible_discovery_link	EXACT_SAME_INDIVIDUAL_AND_MUTUAL_COMPARABILITY_NOT_AUDITED	UNASSIGNED	NOT_EVALUATED_NONELIGIBLE	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	UNVALIDATED	NOT_APPLICABLE_NONELIGIBLE					0	0										NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE	NOT_APPLICABLE_NONELIGIBLE			not_applicable	false			NOT_APPLICABLE_NONELIGIBLE
