task_index	inventory_id	accession_version	source_relative_path	source_path	source_format	source_bytes	source_compressed_sha256	mirror_state	derived_relative_path	resource_class	cpus	memory_mb	scratch_bytes	walltime	state	reason_code	attempts	derived_path	gzi_path	fai_path	provenance_path	source_decompressed_sha256	source_decompressed_bytes	sequence_count	names_lengths_sha256	derived_bgzf_sha256	derived_bgzf_bytes	gzi_sha256	gzi_bytes	fai_sha256	fai_bytes	compression_ratio	elapsed_seconds	cpu_seconds	peak_memory_bytes	peak_scratch_bytes	random_access_probe_count	bgzf_block_count	updated_at_utc
347	52e829b70773c261c9b1019d343ce330fe6b76997f9bd2d51e767c8df0c1d093	GCF_009762305.2	GCF/009/762/305/GCF_009762305.2/GCF_009762305.2.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/762/305/GCF_009762305.2/GCF_009762305.2.fa.gz	gzip	789883539	b7b5280cad1356933bda306cf93922423def6b71581a97c1016c32d24835e4ac	verified	objects/GCF/009/762/305/GCF_009762305.2/GCF_009762305.2.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/762/305/GCF_009762305.2/GCF_009762305.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/762/305/GCF_009762305.2/GCF_009762305.2.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/762/305/GCF_009762305.2/GCF_009762305.2.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/762/305/GCF_009762305.2/provenance.json	897261786ba1fd762963efeea60d478b1debf0935ab702e691f79291113f75a9	2457879693	47	acb9df4373899a386563278a6d344cef3fa99d880ca17aea4b310a77374f32d4	a6c192bef5e2b4fe41c0ad2be84786cf226ee7f1d385e0a5356cb83e5e8d6acb	808059893	a818a698bd6bb36329a2c7a7f023328f8ae61b28688a9dce5fd9c7843b39808d	602424	bb6d4efe87c67f481fee36d93d2179eed3898542a5ec9ac42bedd6ff3c8e00b7	1783	0.32876299653776425	199.380438	502.347628	39268352	808665176	3	37653	2026-07-19T17:22:34.266283Z
348	fd4f0850e3836e9ff953a8bdb311bba1822f3643d9b6c1b55c56fb95eacb5582	GCF_009762535.1	GCF/009/762/535/GCF_009762535.1/GCF_009762535.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/762/535/GCF_009762535.1/GCF_009762535.1.fa.gz	gzip	275265417	0655a7626f71fdaf7f8d44cada871f945bc270d7043c7734240611891113439b	verified	objects/GCF/009/762/535/GCF_009762535.1/GCF_009762535.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/762/535/GCF_009762535.1/GCF_009762535.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/762/535/GCF_009762535.1/GCF_009762535.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/762/535/GCF_009762535.1/GCF_009762535.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/762/535/GCF_009762535.1/provenance.json	4793b14a1e7d0a5548a693e9eba357d633c9b86b6f47101a08f0ca9d2e82a065	863686630	467	d10f95d72dcccf05a1c7f988e339620340953ede4db43bc157217b082e256f36	5f9beaa50e3a679b7dc8b4e301245dd7f3e8070bd98083b107ad812182be6bc3	281366911	6e8413a906d420d1c6fad876f18d1fc413d3e01c9947c4ffe44a0d745489ab69	211688	b03e4a6b8cc90580976e2bb5794c565b8cb4a5558c769bd0d618187631788322	17250	0.3257743042751513	73.818916	173.581951	39104512	281605714	3	13232	2026-07-19T17:20:34.134994Z
349	0d81924e0284b456204a8776d4beb3df71c8224e172196583e5d317b069cdb3a	GCF_009764475.1	GCF/009/764/475/GCF_009764475.1/GCF_009764475.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/764/475/GCF_009764475.1/GCF_009764475.1.fa.gz	gzip	746192992	8cb8349eabe05df358876a6006c8feff971edeffdbe38d7eedadf382c6e1a50a	verified	objects/GCF/009/764/475/GCF_009764475.1/GCF_009764475.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/764/475/GCF_009764475.1/GCF_009764475.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/764/475/GCF_009764475.1/GCF_009764475.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/764/475/GCF_009764475.1/GCF_009764475.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/764/475/GCF_009764475.1/provenance.json	94669140eec2d8f5c7a54aee6ca18e29d8fc065d63eb83fe8e2ef08dea744686	2313200513	172	58761fbb1ada2dfb8e78fc2bd3f4284bbc4d5d479d3dabc2e05bd2fd86f99983	4f0d75f27d5c9d7bb3326d4eb7a7d7485f7a9a1bdfdca22736e003f6ba3ebd15	763813206	7a0b188237dff454d3bf5ee1d926ad3fa97143eff8ef5d62bf40b29d9cb64aa0	566968	e30eb7b2efff12407df0ce757189a9b099c90b8a824be082c5e02ebfb39e5436	6541	0.3301975776450988	188.680981	475.359169	39305216	764390426	3	35437	2026-07-19T17:22:43.374848Z
350	df38f39c6e7f057a7436f3ebedffb222eacca706f79478effa686cab84f51133	GCF_009764565.3	GCF/009/764/565/GCF_009764565.3/GCF_009764565.3.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/764/565/GCF_009764565.3/GCF_009764565.3.fa.gz	gzip	725928775	2cb0899b4394181e6950fc0677270211d77d581ac339f7df90f8a82aaa9fe2d8	verified	objects/GCF/009/764/565/GCF_009764565.3/GCF_009764565.3.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/764/565/GCF_009764565.3/GCF_009764565.3.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/764/565/GCF_009764565.3/GCF_009764565.3.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/764/565/GCF_009764565.3/GCF_009764565.3.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/764/565/GCF_009764565.3/provenance.json	cc2e137ad3ae82d2f7a09c402c29aaab86b651cb54c0ffbc6d1d26d95bd91553	2208057910	40	c75a9d0172fac4044ec283379ba096100f524953fc512d43451a89a902ba33c7	654f53dcd94befdb195391d8a2f0140c9b5d2ed93a87b3c769f7fcdedee049e5	742561709	fdc1e21f8784a703d283bd58913061f8036f70329add368d8a2d8b4ac4e15aa6	541192	214685b70ee2ac5ef90249c8ff0c58579161feae756e106d4c346ceee0e70803	1514	0.33629630166719676	179.022349	454.289516	39022592	743105339	3	33826	2026-07-19T17:23:11.704622Z
351	1acb899e616d8f72ad951ced2344350603a1dba0da35c6b90146eaf3e9dab8c2	GCF_009769535.1	GCF/009/769/535/GCF_009769535.1/GCF_009769535.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/769/535/GCF_009769535.1/GCF_009769535.1.fa.gz	gzip	544701114	898149533ebd7083a8756bfebcb8ebe7df61bdaf28564eb2c388a34e9771677a	verified	objects/GCF/009/769/535/GCF_009769535.1/GCF_009769535.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/535/GCF_009769535.1/GCF_009769535.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/535/GCF_009769535.1/GCF_009769535.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/535/GCF_009769535.1/GCF_009769535.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/535/GCF_009769535.1/provenance.json	e4cfa27b54d44689bdce5a742cadbdd3bee5ac16c846515c19003b0e1f700390	1705640070	365	d7b4760e747f9ce98d269531e31a0da9601aadc95de2ae2498df205cc2ea532d	12f8cbc47d1900f91c9298e1ccf2eb5314526ce99b7c813c07f8a6d248473fb8	557077597	48a6c031ba6060951c6864b968eb466a6b8c7fce6ad95593efde8ee2f61ed7df	418056	9fdfa7591b86fff82ca79822c075b34f4ca83b8c822e5e69e22e63691d1d42a4	13908	0.3266091168929914	147.400679	343.43875	39227392	557517358	3	26130	2026-07-19T17:22:40.098235Z
352	75cf0bc6ea049dbe97488a456ee0342fff3410d3bf4058b5bb766121560f37c7	GCF_009769545.1	GCF/009/769/545/GCF_009769545.1/GCF_009769545.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/769/545/GCF_009769545.1/GCF_009769545.1.fa.gz	gzip	179174907	820b9b9834e39d5d73cbba14015e47c4864f572fefde40d409cefd673f582059	verified	objects/GCF/009/769/545/GCF_009769545.1/GCF_009769545.1.fa.gz	tiny	2	4096	2147483648	02:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/545/GCF_009769545.1/GCF_009769545.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/545/GCF_009769545.1/GCF_009769545.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/545/GCF_009769545.1/GCF_009769545.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/545/GCF_009769545.1/provenance.json	ddb59230873f95e33eec79fbdab51d4fe56ed07b6b72b3c383a4e3e5eb2b8c67	584344022	48	f59d276c5ef386bfdf8adcf6ceb567e8bf9e74f2cf41a411a5ed27f1f3809087	57b2df6a3cd05fd56087220425f2682c31a4b6947d7e7d80ef2e9720099c07d4	182807942	e33115f08919d4a5d40a7f1b27412f3498c4532c67ddedc8988909e745793817	143224	445feb7b35a5cbdc07077845abe71b6a8de06d798800ea717b50d82868ccd9e7	1762	0.31284300877129534	107.286598	111.79035	39137280	182954010	3	8953	2026-07-19T16:08:34.553070Z
353	5246206af52ecd5ed7284ecfb3b9d0e0ab6d3e489a6f67c97e54cf583eaeb7ac	GCF_009769625.2	GCF/009/769/625/GCF_009769625.2/GCF_009769625.2.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/769/625/GCF_009769625.2/GCF_009769625.2.fa.gz	gzip	376453691	fc60d0a68c094aea83e1ddde26082cb7c6a1c0a3030089f8b2ad6e3a1b6862a8	verified	objects/GCF/009/769/625/GCF_009769625.2/GCF_009769625.2.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/625/GCF_009769625.2/GCF_009769625.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/625/GCF_009769625.2/GCF_009769625.2.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/625/GCF_009769625.2/GCF_009769625.2.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/769/625/GCF_009769625.2/provenance.json	2a1dad11c3e4b02260f95b556a52038e61833b7fdfe953af98cf6d8b252a89e8	1156873084	171	5c81b59f60ee1ae5062814b8c44cf364c2236333f0aba86bbac0073941387b5a	09f805552b0bdc0a71c71b84034c610def0e70e26fc905b670edf2adfee9208e	383807154	ab32308b474a10c650ddf070b0034405123ab1eacca56fe3a8db6afc862f190f	283544	ac5c787aba8388bac3aae387886f5cc15794d59163f2a8561192fef2affdf207	6456	0.3317625410325477	89.230373	240.572071	38936576	384100811	3	17723	2026-07-19T17:22:04.040995Z
354	287650fd00513536fe32f39757c4f181ad5150e7d92dc527874db145ca8a3219	GCF_009819535.1	GCF/009/819/535/GCF_009819535.1/GCF_009819535.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/819/535/GCF_009819535.1/GCF_009819535.1.fa.gz	gzip	466904026	e3eb1b074959cc2664c0e8ca52133a3a8f6dda4ca4d338266f793363b1b6e70a	verified	objects/GCF/009/819/535/GCF_009819535.1/GCF_009819535.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/535/GCF_009819535.1/GCF_009819535.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/535/GCF_009819535.1/GCF_009819535.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/535/GCF_009819535.1/GCF_009819535.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/535/GCF_009819535.1/provenance.json	d82983db2f01ed31ecd055640a1608c01e913f867cdf6869d29d78be0fae22b7	1419232666	29	6fe7c3b32ebd503bed23edd3cb653616b5927d975f069ae3a1eadc3ffc3a0b32	2b98ff8864018ad098905b9d0f3a126e1cf5506ebdd342b0f5cc60d6865e90b2	478131181	52361d7954b3c3124ca28be74254fa1d287b204f5883a9d2f58a320320c4c5d3	347848	e4097eacccf818cece8c3346b04498ef40e74e5be8ad3de594ae76110918a7e1	1084	0.3368941488273213	123.00175	294.43132	39165952	478480800	3	21742	2026-07-19T17:22:41.295709Z
355	561e77495c31f57f7e56ee4cc5e86aa6b0825d1bfcb7d99c36bef7a436b6aa28	GCF_009819655.1	GCF/009/819/655/GCF_009819655.1/GCF_009819655.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/819/655/GCF_009819655.1/GCF_009819655.1.fa.gz	gzip	350355346	1ddee5270137f762e509289df377705bef6668ccb7217725deb6397522d816e2	verified	objects/GCF/009/819/655/GCF_009819655.1/GCF_009819655.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/655/GCF_009819655.1/GCF_009819655.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/655/GCF_009819655.1/GCF_009819655.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/655/GCF_009819655.1/GCF_009819655.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/655/GCF_009819655.1/provenance.json	1d24dff7c86b335fe4b2848e29e42fc0287e6061ff29a5a5ee36d74e16a0326c	1088143644	190	99aa656ed6b1faa229c57d6824fd0ccb6df0aa795accc851f36546c2197ec135	3f158b3d56ec93d76ba54c2f2bd828b79f6208719780ae9d3b7de1fc918959c7	356975162	7d915cf3e21ec15dc1d5e23f9eced0b7f10db8a6c1aced903730577d4bec600d	266696	0b4a87a4c1da0391ac81cde3acb4d2e5ab982b2e63b4bd78d44bcdc1ac913938	7177	0.32805885874383695	89.098572	222.523338	39018496	357253103	3	16670	2026-07-19T17:22:47.383062Z
356	0618809cf2076a24e3e851142fbe35e195c865e39bfa24faaaa9e244a54bfc9e	GCF_009819705.1	GCF/009/819/705/GCF_009819705.1/GCF_009819705.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/819/705/GCF_009819705.1/GCF_009819705.1.fa.gz	gzip	196916080	6324a6f8b4e9948e4b2fc7bb370c087294fb36db7154557c61205e67942e9949	verified	objects/GCF/009/819/705/GCF_009819705.1/GCF_009819705.1.fa.gz	tiny	2	4096	2147483648	02:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/705/GCF_009819705.1/GCF_009819705.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/705/GCF_009819705.1/GCF_009819705.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/705/GCF_009819705.1/GCF_009819705.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/705/GCF_009819705.1/provenance.json	285a7f0b659e87ed9b28104e75127c685190fd6362f6fde6263effe5d4d633e8	608729328	57	9e0716d862573b5c6dd2590ab6398b7a8b36bc7ae4e590d2ca4b15b580bd4b77	cb5f92526688589819e7f4c3548e3ba11d528e331c517bea8f63cd4d5f58b799	201188390	52bf8ac56b3df6b29d452838dde4a732587d730e49a26a10a03ecccf4faf7058	149192	cdd27f2c2c0e3f08b13d3471b11b1bd057cd7b2311d2cb54e6e7bb6912ff0f72	2091	0.33050549849636945	114.198452	122.178849	39145472	201340940	3	9326	2026-07-19T16:08:44.894712Z
357	31afe5519e1ab05b6636ab926e5eaa8f8ef5ed616fd819fcd0805bbd38e51481	GCF_009819795.1	GCF/009/819/795/GCF_009819795.1/GCF_009819795.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/819/795/GCF_009819795.1/GCF_009819795.1.fa.gz	gzip	373008103	8a7ecfa33a143888671c7a8db5be78d8459981f98182193508d02e41957f21ce	verified	objects/GCF/009/819/795/GCF_009819795.1/GCF_009819795.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/795/GCF_009819795.1/GCF_009819795.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/795/GCF_009819795.1/GCF_009819795.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/795/GCF_009819795.1/GCF_009819795.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/795/GCF_009819795.1/provenance.json	593486d9f6c74b85da639c72d9ee8ae996d8680420711fbc3bd8e8df3e5b9190	1149546441	105	11835299c57a58c13593b15bc946ae23cbd73cf30e0a14887247e1e2c5f1728d	8048ce133b70955ebc562c77053b2c526f9faef57907982da3cffcd4c4a1ee0f	380336150	5bad16fb423e0628fa7e2355951bfde67c1ee20d41f8f25d1c64aa8b764a816c	281752	553bb6e908c1253f145f358417ea1dac6def099a1eff1ab879690c1db05a95f3	3957	0.33085757689714773	101.963155	236.664984	39223296	380624140	3	17611	2026-07-19T17:23:02.780055Z
358	f60b3317ab15be73f77d3a53c00e1ec94001f11152fc3009c19eda96ac41d865	GCF_009819885.2	GCF/009/819/885/GCF_009819885.2/GCF_009819885.2.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/819/885/GCF_009819885.2/GCF_009819885.2.fa.gz	gzip	368503796	7eb5d240a9276b38af4b158ee3193788a2fe4c06a3f65a8a76274aeb5ff1111a	verified	objects/GCF/009/819/885/GCF_009819885.2/GCF_009819885.2.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/885/GCF_009819885.2/GCF_009819885.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/885/GCF_009819885.2/GCF_009819885.2.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/885/GCF_009819885.2/GCF_009819885.2.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/819/885/GCF_009819885.2/provenance.json	b12a5124f7add976458dd2192033dc86cecdf456b49ec0e780a8346aa09213c4	1154251371	160	5cfee3387a174f8f7597edaa8a841c5f6a7bdb5538a3f0816205fb533e9649cc	b53799ba26bec1e69294367004be365087e05bc45a8fcb3fbe5643708fee6111	375547669	0c1d0e72c8d4702ab3e4e8c7f93ba16f59df096cb1d3cf6a2ef28e65106b608d	282904	9aa40c7a241bc3e40b4ee5006cc2f2a63f618707b8f5d8e657f312ac9db1522d	6048	0.32536038373915	86.857595	230.785962	39014400	375840060	3	17683	2026-07-19T17:23:32.499524Z
359	4eb299625ae48446f24cb7b004c1e6a77f5052b443027a916acf74b796215c60	GCF_009829125.3	GCF/009/829/125/GCF_009829125.3/GCF_009829125.3.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/829/125/GCF_009829125.3/GCF_009829125.3.fa.gz	gzip	241414479	b759e980530c21d7e15d09bad67445dc87c9a3d663c241bd95b01152ca813f6b	verified	objects/GCF/009/829/125/GCF_009829125.3/GCF_009829125.3.fa.gz	tiny	2	4096	2147483648	02:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/125/GCF_009829125.3/GCF_009829125.3.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/125/GCF_009829125.3/GCF_009829125.3.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/125/GCF_009829125.3/GCF_009829125.3.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/125/GCF_009829125.3/provenance.json	94aaecca5f8f6420c041caaccf1383236bdcde913c04939c9364dedaddc5e625	767659613	122	a096ca740b566ec7ac541351701d5d7f092ab9c116bebd8bae5d9eca84f042ba	9896d9cc2c719434478b9e98562e8533677b6a08eccfd1fae3219a2365b2212d	247043322	afcd468479b9f402f952ccf6ca215df8795aa9b2026887bae25a5b1890646e19	188152	b993f9fb3ea71b70ef9d9794dffa8f2d39aae78692cccb78093d699de28cde3f	4495	0.321813623924488	134.994916	150.380757	39014400	247238600	3	11761	2026-07-19T16:09:49.672980Z
360	dba1f233214e241bbe99c2c48e8d01be004fb4fd816f6aab0bc02c1ceaff3a9a	GCF_009829145.1	GCF/009/829/145/GCF_009829145.1/GCF_009829145.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/829/145/GCF_009829145.1/GCF_009829145.1.fa.gz	gzip	361872003	99d5d8efae7199579d74ad892321771a65cf70ad0ea5761c135cf10686baaf4a	verified	objects/GCF/009/829/145/GCF_009829145.1/GCF_009829145.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/145/GCF_009829145.1/GCF_009829145.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/145/GCF_009829145.1/GCF_009829145.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/145/GCF_009829145.1/GCF_009829145.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/145/GCF_009829145.1/provenance.json	3af78d23b2918d34906c29dd8f23b04d14db555c2ce105858a30dd94594a0c16	1111425660	93	a19f523fd49329b9b25566092f05c5f4df3f4c30ba00d0579f36c93dfff798c7	d99e67146f98b065b21fe9bf347872debbb19edc397232ea1d9d65f83a21502a	368908617	e0e584660c7711459458af2ef51dfeeb78e33425c0c3d50e5729f33e5165abb1	272408	c1b3bc1890f8024b461a024d1b97b6d6eddea0d0e7fc5bd77ba3a24ddd69c8b2	3504	0.3319237896666881	87.471597	231.267638	39354368	369186566	3	17027	2026-07-19T17:24:08.444983Z
361	1b255d9dd755132d909ae3101f8bb645a8e3c195026fa23b915fac4f66ed1931	GCF_009829155.1	GCF/009/829/155/GCF_009829155.1/GCF_009829155.1.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/829/155/GCF_009829155.1/GCF_009829155.1.fa.gz	gzip	799140725	9f1b65e6bc4601b4e8269448330f8b84c354f6af3db3bdcc918899e739331e78	verified	objects/GCF/009/829/155/GCF_009829155.1/GCF_009829155.1.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/155/GCF_009829155.1/GCF_009829155.1.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/155/GCF_009829155.1/GCF_009829155.1.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/155/GCF_009829155.1/GCF_009829155.1.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/829/155/GCF_009829155.1/provenance.json	a5bd3c6b3524e563452484b4883f49ec89b2cfb5169ea285801b21edc177c7bd	2494123099	94	e227b85050595b7e89a910de8dda024fc65b311bb08945298ac75cb7824a72b0	10a0c507384d569650a269d549da1a2d8f2d6eb8f7a0882046e0b5fa91547903	817444013	7e4ab6b83c7bbb5a27acddda1cdf1c32b0ac17c660fd2f85ef21651a6fcaaae9	611304	9d6ae8b31ec2b6a4a057d8ffdaf88eb45234a8593e88760875b3510a65750b23	3564	0.32774806236618714	211.574015	520.501309	39165952	818060939	3	38208	2026-07-19T17:26:16.977565Z
362	0d72363c40766ffd584fa3d1fe129750f98015e990ada9a6551af3024d78f7bb	GCF_009873245.2	GCF/009/873/245/GCF_009873245.2/GCF_009873245.2.fa.gz	/moosefs/erikg/vgp/freeze1/objects/GCF/009/873/245/GCF_009873245.2/GCF_009873245.2.fa.gz	gzip	778504753	d2dd010ae56d87b6a1916c23b41221eb092d1f860eb22c47d6aaa92f16a995a3	verified	objects/GCF/009/873/245/GCF_009873245.2/GCF_009873245.2.fa.gz	small	4	8192	4294967296	04:00:00	converted	STREAM_CONVERTED_VERIFIED	1	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/873/245/GCF_009873245.2/GCF_009873245.2.fa.gz	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/873/245/GCF_009873245.2/GCF_009873245.2.fa.gz.gzi	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/873/245/GCF_009873245.2/GCF_009873245.2.fa.gz.fai	/moosefs/erikg/vgp/derived/freeze1-bgzf/objects/GCF/009/873/245/GCF_009873245.2/provenance.json	08d432652f4921446b877c0525f9a4100a47b7b33372e92e8a093b3a6a0762eb	2422368000	106	3632526d1f37a5c9bb151ae34b73452e4f707548e87bfa4e192ebcfc22e1bf57	80a4aeaeb72d873f560c68c49698289414aedef75a7c24f7ff8d3c257d6e7b72	796386634	5e4c4014b800065ef24030da7314ec29325b37f0e2cf8839bf71c1d55ecd5bd1	593720	5306aac8bade8bafdc008acf36d751da463774e498e1f7968573e661fc0c4aa2	4024	0.3287636866074849	204.253058	504.198256	39084032	796986693	3	37109	2026-07-19T17:26:10.948996Z
